,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France
,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system
,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,17863,5,0.0002799081901136427,17863,0,0.0,1966.0,0.0,0.0,1966.0,0.0,0.0,2080.0,0.0,0.0,2080.0,0.0,0.0,7909.0,2.0,0.00025287646984448094,7909.0,0.0,0.0,19912,4,0.0002008838891120932,19912,0,0.0,8300,7,0.0008433734939759036,8300,0,0.0
2022-06-23,17971,13,0.000723387680151355,17971,1,5.564520616548884e-05,1903.0,1.0,0.0005254860746190226,1903.0,0.0,0.0,2189.0,1.0,0.00045682960255824577,2189.0,0.0,0.0,7529.0,20.0,0.0026563952716164166,7529.0,9.0,0.0011953778722273874,19037,10,0.0005252928507643011,19037,1,5.252928507643011e-05,8179,16,0.0019562293678933853,8179,0,0.0
2022-06-24,18043,8,0.0004433852463559275,18043,0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,2055.0,0.0,0.0,2055.0,0.0,0.0,7238.0,3.0,0.0004144791378833932,7238.0,0.0,0.0,16918,4,0.00023643456673365647,16918,1,5.910864168341412e-05,7935,2,0.0002520478890989288,7935,0,0.0
2022-06-25,9869,10,0.001013273887931908,9869,0,0.0,1169.0,0.0,0.0,1169.0,0.0,0.0,1534.0,0.0,0.0,1534.0,0.0,0.0,5474.0,1.0,0.00018268176835951772,5474.0,0.0,0.0,11491,4,0.0003480985118788617,11491,0,0.0,5060,2,0.0003952569169960474,5060,0,0.0
2022-06-26,10974,0,0.0,10974,0,0.0,1181.0,0.0,0.0,1181.0,0.0,0.0,1197.0,0.0,0.0,1197.0,0.0,0.0,4669.0,0.0,0.0,4669.0,0.0,0.0,10974,4,0.00036449790413705123,10974,1,9.112447603426281e-05,5033,9,0.0017881978939002583,5033,0,0.0
2022-06-27,16530,6,0.0003629764065335753,16530,1,6.0496067755595884e-05,1780.0,0.0,0.0,1780.0,0.0,0.0,1978.0,1.0,0.0005055611729019212,1978.0,0.0,0.0,7511.0,1.0,0.00013313806417254693,7511.0,0.0,0.0,19147,4,0.00020891001201232568,19147,3,0.00015668250900924426,7743,3,0.0003874467260751647,7743,0,0.0
2022-06-28,17474,1,5.722788142382969e-05,17474,0,0.0,1924.0,0.0,0.0,1924.0,0.0,0.0,2019.0,0.0,0.0,2019.0,0.0,0.0,7283.0,1.0,0.0001373060551970342,7283.0,0.0,0.0,21325,7,0.00032825322391559204,21325,0,0.0,7815,3,0.00038387715930902113,7815,1,0.00012795905310300704
2022-06-29,18274,1,5.472255663784612e-05,18274,0,0.0,1811.0,0.0,0.0,1811.0,0.0,0.0,2070.0,0.0,0.0,2070.0,0.0,0.0,7363.0,0.0,0.0,7363.0,0.0,0.0,18289,13,0.0007108097763683088,18289,3,0.00016403302531576357,7837,3,0.0003827995406405512,7837,1,0.00012759984688018373
2022-06-30,17298,6,0.000346860908775581,17298,0,0.0,1885.0,2.0,0.0010610079575596816,1885.0,0.0,0.0,2125.0,0.0,0.0,2125.0,0.0,0.0,7500.0,1.0,0.00013333333333333334,7500.0,1.0,0.00013333333333333334,19421,9,0.0004634158900159621,19421,1,5.149065444621801e-05,8359,3,0.00035889460461777724,8359,1,0.00011963153487259242
2022-07-01,17003,1,5.881315062047874e-05,17003,1,5.881315062047874e-05,1886.0,2.0,0.0010604453870625664,1886.0,1.0,0.0005302226935312832,2080.0,1.0,0.0004807692307692308,2080.0,0.0,0.0,6936.0,0.0,0.0,6936.0,1.0,0.0001441753171856978,17669,22,0.0012451185692455714,17669,0,0.0,8172,2,0.0002447381302006853,8172,0,0.0
2022-07-02,9152,0,0.0,9152,0,0.0,1237.0,0.0,0.0,1237.0,0.0,0.0,1403.0,0.0,0.0,1403.0,0.0,0.0,5012.0,1.0,0.00019952114924181964,5012.0,0.0,0.0,10830,16,0.0014773776546629731,10830,13,0.0012003693444136657,4710,0,0.0,4710,0,0.0
2022-07-03,10784,6,0.000556379821958457,10784,0,0.0,1161.0,0.0,0.0,1161.0,0.0,0.0,1078.0,0.0,0.0,1078.0,0.0,0.0,4011.0,1.0,0.0002493143854400399,4011.0,0.0,0.0,10464,20,0.00191131498470948,10464,2,0.00019113149847094801,4545,3,0.0006600660066006601,4545,1,0.00022002200220022002
2022-07-04,15731,0,0.0,15731,0,0.0,1801.0,2.0,0.001110494169905608,1801.0,1.0,0.000555247084952804,1784.0,0.0,0.0,1784.0,0.0,0.0,6930.0,1.0,0.0001443001443001443,6930.0,0.0,0.0,18297,6,0.0003279226102639777,18297,2,0.00010930753675465924,7441,1,0.00013439053890606102,7441,0,0.0
2022-07-05,17078,1,5.855486590935707e-05,17078,0,0.0,1812.0,1.0,0.0005518763796909492,1812.0,0.0,0.0,1859.0,0.0,0.0,1859.0,0.0,0.0,7243.0,0.0,0.0,7243.0,0.0,0.0,17983,33,0.0018350664516487794,17983,2,0.0001112161485847745,7625,3,0.00039344262295081965,7625,0,0.0
2022-07-06,17257,4,0.000231789998261575,17257,1,5.794749956539375e-05,1863.0,0.0,0.0,1863.0,0.0,0.0,1853.0,0.0,0.0,1853.0,0.0,0.0,7428.0,1.0,0.00013462574044157243,7428.0,0.0,0.0,20153,8,0.0003969632312807026,20153,2,9.924080782017565e-05,7742,2,0.0002583311805734952,7742,0,0.0
2022-07-07,17164,9,0.0005243532975996271,17164,2,0.00011652295502213937,1864.0,0.0,0.0,1864.0,0.0,0.0,2024.0,0.0,0.0,2024.0,0.0,0.0,7469.0,1.0,0.00013388673182487614,7469.0,0.0,0.0,19143,2,0.0001044768322624458,19143,16,0.0008358146580995664,7693,7,0.0009099181073703367,7693,1,0.00012998830105290525
2022-07-08,17570,1,5.6915196357427435e-05,17570,0,0.0,1828.0,0.0,0.0,1828.0,0.0,0.0,1999.0,2.0,0.0010005002501250625,1999.0,0.0,0.0,6915.0,2.0,0.00028922631959508316,6915.0,1.0,0.00014461315979754158,17173,5,0.000291154719618005,17173,0,0.0,7503,1,0.0001332800213248034,7503,1,0.0001332800213248034
2022-07-09,9541,10,0.0010481081647626036,9541,0,0.0,1270.0,0.0,0.0,1270.0,0.0,0.0,1551.0,0.0,0.0,1551.0,0.0,0.0,4894.0,0.0,0.0,4894.0,0.0,0.0,11256,9,0.0007995735607675906,11256,0,0.0,4721,3,0.0006354585892819318,4721,0,0.0
2022-07-10,10154,11,0.0010833169194406145,10154,0,0.0,1184.0,1.0,0.0008445945945945946,1184.0,0.0,0.0,1167.0,0.0,0.0,1167.0,0.0,0.0,4140.0,0.0,0.0,4140.0,0.0,0.0,10796,5,0.00046313449425713227,10796,1,9.262689885142645e-05,4641,3,0.0006464124111182935,4641,0,0.0
2022-07-11,16253,0,0.0,16253,0,0.0,1727.0,1.0,0.0005790387955993051,1727.0,0.0,0.0,1850.0,0.0,0.0,1850.0,0.0,0.0,6793.0,0.0,0.0,6793.0,0.0,0.0,17562,4,0.0002277644915157727,17562,2,0.00011388224575788635,7286,1,0.0001372495196266813,7286,0,0.0
2022-07-12,16318,13,0.0007966662581198676,16318,2,0.00012256403971074888,1955.0,0.0,0.0,1955.0,0.0,0.0,1939.0,2.0,0.0010314595152140279,1939.0,0.0,0.0,7118.0,1.0,0.00014048890137679124,7118.0,1.0,0.00014048890137679124,18685,3,0.00016055659620016057,18685,1,5.3518865400053516e-05,7475,11,0.001471571906354515,7475,1,0.00013377926421404682
2022-07-13,16542,8,0.0004836174585902551,16542,0,0.0,1820.0,2.0,0.001098901098901099,1820.0,1.0,0.0005494505494505495,1903.0,1.0,0.0005254860746190226,1903.0,0.0,0.0,7372.0,2.0,0.00027129679869777537,7372.0,1.0,0.00013564839934888768,18960,3,0.00015822784810126583,18960,1,5.2742616033755275e-05,7361,8,0.0010868088574921885,7361,0,0.0
2022-07-14,17196,41,0.002384275412886718,17196,0,0.0,1817.0,2.0,0.001100715465052284,1817.0,0.0,0.0,1956.0,0.0,0.0,1956.0,0.0,0.0,7527.0,2.0,0.0002657101102696958,7527.0,6.0,0.0007971303308090873,18816,8,0.00042517006802721087,18816,0,0.0,5923,8,0.0013506668917778154,5923,0,0.0
2022-07-15,17421,9,0.0005166178749784743,17421,0,0.0,1764.0,1.0,0.0005668934240362812,1764.0,0.0,0.0,1906.0,1.0,0.0005246589716684155,1906.0,0.0,0.0,6639.0,2.0,0.0003012501882813677,6639.0,2.0,0.0003012501882813677,17592,2,0.00011368804001819008,17592,1,5.684402000909504e-05,6767,3,0.0004433279148810403,6767,0,0.0
2022-07-16,10391,3,0.000288711384852276,10391,1,9.6237128284092e-05,1189.0,1.0,0.0008410428931875525,1189.0,0.0,0.0,1448.0,0.0,0.0,1448.0,0.0,0.0,4848.0,0.0,0.0,4848.0,8.0,0.0016501650165016502,10779,3,0.00027831895352073476,10779,1,9.277298450691158e-05,4391,4,0.0009109542245502164,4391,0,0.0
2022-07-17,10903,0,0.0,10903,0,0.0,1141.0,0.0,0.0,1141.0,0.0,0.0,1219.0,0.0,0.0,1219.0,0.0,0.0,4286.0,5.0,0.0011665888940737283,4286.0,0.0,0.0,10348,3,0.00028991109393119443,10348,2,0.00019327406262079628,4333,2,0.00046157396722824835,4333,0,0.0
2022-07-18,16606,5,0.0003010959894014212,16606,4,0.00024087679152113694,1710.0,0.0,0.0,1710.0,0.0,0.0,1801.0,0.0,0.0,1801.0,0.0,0.0,6881.0,11.0,0.0015986048539456475,6881.0,4.0,0.0005813108559802354,17107,5,0.00029227801484772313,17107,4,0.00023382241187817852,6962,7,0.001005458201666188,6962,0,0.0
2022-07-19,17180,13,0.0007566938300349244,17180,0,0.0,1699.0,1.0,0.0005885815185403178,1699.0,0.0,0.0,1768.0,0.0,0.0,1768.0,0.0,0.0,7258.0,6.0,0.0008266740148801323,7258.0,1.0,0.00013777900248002206,18451,5,0.00027098802232941306,18451,2,0.00010839520893176522,7229,4,0.0005533268778530917,7229,3,0.00041499515838981876
2022-07-20,17578,9,0.0005120036409147798,17578,0,0.0,1917.0,0.0,0.0,1917.0,0.0,0.0,1886.0,0.0,0.0,1886.0,0.0,0.0,7340.0,10.0,0.0013623978201634877,7340.0,6.0,0.0008174386920980927,18347,2,0.00010900964735379081,18347,1,5.4504823676895406e-05,7206,3,0.00041631973355537054,7206,2,0.0002775464890369137
2022-07-21,17777,20,0.0011250492209034146,17777,2,0.00011250492209034145,1872.0,0.0,0.0,1872.0,0.0,0.0,1838.0,0.0,0.0,1838.0,0.0,0.0,6888.0,1.0,0.00014518002322880372,6888.0,1.0,0.00014518002322880372,18264,2,0.00010950503723171266,18264,1,5.475251861585633e-05,6909,1,0.00014473874656245476,6909,1,0.00014473874656245476
2022-07-22,16914,36,0.002128414331323164,16914,0,0.0,1682.0,0.0,0.0,1682.0,0.0,0.0,1659.0,0.0,0.0,1659.0,0.0,0.0,6559.0,2.0,0.0003049245311785333,6559.0,12.0,0.0018295471870711998,16618,6,0.00036105427849320016,16618,1,6.0175713082200024e-05,6888,2,0.00029036004645760743,6888,1,0.00014518002322880372
2022-07-23,9972,66,0.006618531889290012,9972,4,0.00040112314480545525,1137.0,9.0,0.0079155672823219,1137.0,0.0,0.0,1266.0,12.0,0.009478672985781991,1266.0,0.0,0.0,5161.0,16.0,0.0031001743848091453,5161.0,4.0,0.0007750435962022863,10929,34,0.0031109891115381097,10929,0,0.0,4681,3,0.000640888698995941,4681,0,0.0
2022-07-24,10337,23,0.0022250169294766374,10337,3,0.0002902195994969527,1142.0,4.0,0.0035026269702276708,1142.0,0.0,0.0,1014.0,0.0,0.0,1014.0,0.0,0.0,4147.0,4.0,0.0009645526886906198,4147.0,4.0,0.0009645526886906198,10506,10,0.0009518370454978108,10506,1,9.518370454978108e-05,4387,4,0.0009117848187827673,4387,1,0.00022794620469569182
2022-07-25,16581,8,0.0004824799469272058,16581,1,6.030999336590073e-05,1754.0,0.0,0.0,1754.0,0.0,0.0,1627.0,1.0,0.0006146281499692685,1627.0,0.0,0.0,6555.0,5.0,0.0007627765064836003,6555.0,1.0,0.00015255530129672007,14953,28,0.0018725339396776567,14953,0,0.0,6396,8,0.0012507817385866166,6396,0,0.0
2022-07-26,16021,12,0.0007490169152986705,16021,1,6.241807627488921e-05,1755.0,0.0,0.0,1755.0,0.0,0.0,1695.0,0.0,0.0,1695.0,0.0,0.0,6866.0,1.0,0.00014564520827264782,6866.0,2.0,0.00029129041654529564,17248,9,0.0005217996289424861,17248,4,0.00023191094619666049,6566,1,0.00015229972586049346,6566,0,0.0
2022-07-27,17903,25,0.0013964140088253366,17903,2,0.00011171312070602693,1848.0,0.0,0.0,1848.0,0.0,0.0,1714.0,0.0,0.0,1714.0,0.0,0.0,6643.0,0.0,0.0,6643.0,1.0,0.0001505343971097396,17171,2,0.00011647545279832275,17171,0,0.0,6796,1,0.00014714537963507945,6796,0,0.0
2022-07-28,17385,32,0.0018406672418751796,17385,0,0.0,1833.0,0.0,0.0,1833.0,0.0,0.0,1688.0,0.0,0.0,1688.0,0.0,0.0,7027.0,0.0,0.0,7027.0,1.0,0.00014230823964707557,17361,15,0.0008640055296353896,17361,1,5.760036864235931e-05,6637,0,0.0,6637,0,0.0
2022-07-29,16382,17,0.0010377243315834452,16382,0,0.0,1688.0,3.0,0.0017772511848341231,1688.0,0.0,0.0,1680.0,1.0,0.0005952380952380953,1680.0,0.0,0.0,6570.0,4.0,0.0006088280060882801,6570.0,2.0,0.00030441400304414006,16947,3,0.0001770224818551956,16947,0,0.0,6661,4,0.0006005104338687885,6661,0,0.0
2022-07-30,10211,2,0.0001958672020370189,10211,0,0.0,1228.0,0.0,0.0,1228.0,0.0,0.0,1402.0,0.0,0.0,1402.0,0.0,0.0,4741.0,1.0,0.0002109259649862898,4741.0,0.0,0.0,10407,5,0.0004804458537522821,10407,0,0.0,4412,2,0.00045330915684496827,4412,0,0.0
2022-07-31,10907,4,0.0003667369579169341,10907,0,0.0,1141.0,1.0,0.0008764241893076249,1141.0,0.0,0.0,933.0,0.0,0.0,933.0,0.0,0.0,4108.0,3.0,0.0007302823758519961,4108.0,0.0,0.0,10193,34,0.0033356224860198176,10193,18,0.001765917786716374,4408,2,0.00045372050816696913,4408,0,0.0
2022-08-01,16036,6,0.00037415814417560486,16036,0,0.0,1611.0,0.0,0.0,1611.0,0.0,0.0,1135.0,0.0,0.0,1135.0,0.0,0.0,6179.0,2.0,0.0003236769703835572,6179.0,0.0,0.0,15407,10,0.0006490556240669825,15407,1,6.490556240669826e-05,5798,3,0.0005174197999310107,5798,0,0.0
2022-08-02,15502,5,0.0003225390272222939,15502,0,0.0,1624.0,0.0,0.0,1624.0,0.0,0.0,1779.0,0.0,0.0,1779.0,0.0,0.0,6530.0,2.0,0.00030627871362940275,6530.0,2.0,0.00030627871362940275,15466,5,0.0003232897969740075,15466,3,0.0001939738781844045,6061,2,0.00032997855139415937,6061,0,0.0
2022-08-03,16802,6,0.00035710034519700033,16802,0,0.0,1767.0,0.0,0.0,1767.0,0.0,0.0,1801.0,1.0,0.000555247084952804,1801.0,0.0,0.0,6526.0,1.0,0.00015323322096230462,6526.0,3.0,0.00045969966288691386,15275,5,0.0003273322422258593,15275,1,6.546644844517185e-05,5957,2,0.00033573946617424877,5957,0,0.0
2022-08-04,18074,14,0.000774593338497289,18074,3,0.00016598428682084763,1758.0,0.0,0.0,1758.0,0.0,0.0,1728.0,2.0,0.0011574074074074073,1728.0,1.0,0.0005787037037037037,6761.0,3.0,0.00044372134299659814,6761.0,6.0,0.0008874426859931963,14949,4,0.00026757642651682387,14949,0,0.0,6050,4,0.0006611570247933885,6050,0,0.0
2022-08-05,16628,6,0.00036083714216983404,16628,0,0.0,1723.0,0.0,0.0,1723.0,0.0,0.0,1627.0,0.0,0.0,1627.0,0.0,0.0,6216.0,5.0,0.0008043758043758043,6216.0,3.0,0.00048262548262548264,15363,2,0.00013018290698431297,15363,2,0.00013018290698431297,6077,1,0.0001645548790521639,6077,0,0.0
2022-08-06,9649,0,0.0,9649,0,0.0,1169.0,0.0,0.0,1169.0,0.0,0.0,1297.0,0.0,0.0,1297.0,0.0,0.0,4529.0,6.0,0.0013247957606535659,4529.0,3.0,0.0006623978803267829,10289,5,0.00048595587520653126,10289,2,0.0001943823500826125,4175,0,0.0,4175,0,0.0
2022-08-07,9792,13,0.0013276143790849674,9792,7,0.0007148692810457516,1116.0,0.0,0.0,1116.0,0.0,0.0,1015.0,0.0,0.0,1015.0,0.0,0.0,3562.0,1.0,0.00028074115665356543,3562.0,7.0,0.0019651880965749578,9711,1,0.00010297600659046442,9711,0,0.0,3914,1,0.0002554931016862545,3914,1,0.0002554931016862545
2022-08-08,14776,130,0.008798050893340553,14776,34,0.0023010286951813752,1641.0,1.0,0.0006093845216331506,1641.0,1.0,0.0006093845216331506,1783.0,1.0,0.0005608524957936063,1783.0,0.0,0.0,5703.0,8.0,0.0014027704716815712,5703.0,17.0,0.0029808872523233386,14606,6,0.0004107900862659181,14606,0,0.0,5592,1,0.000178826895565093,5592,0,0.0
2022-08-09,15094,11,0.000728766397243938,15094,6,0.00039750894395123893,1767.0,0.0,0.0,1767.0,0.0,0.0,1699.0,0.0,0.0,1699.0,0.0,0.0,5809.0,3.0,0.0005164400068858667,5809.0,0.0,0.0,14686,8,0.0005447364837259975,14686,2,0.00013618412093149938,5856,6,0.0010245901639344263,5856,0,0.0
2022-08-10,15126,57,0.003768345894486315,15126,56,0.003702234563004099,1755.0,0.0,0.0,1755.0,1.0,0.0005698005698005698,1797.0,2.0,0.0011129660545353367,1797.0,0.0,0.0,5754.0,1.0,0.0001737921445950643,5754.0,12.0,0.0020855057351407717,14644,2,0.0001365747063643813,14644,5,0.0003414367659109533,5955,12,0.0020151133501259445,5955,1,0.00016792611251049538
2022-08-11,15915,7,0.00043983663210807414,15915,1,6.283380458686774e-05,1732.0,1.0,0.0005773672055427252,1732.0,0.0,0.0,1741.0,0.0,0.0,1741.0,0.0,0.0,5777.0,8.0,0.0013848018002423402,5777.0,17.0,0.0029427038255149733,15017,4,0.00026636478657521474,15017,2,0.00013318239328760737,6038,4,0.000662471016893011,6038,0,0.0
2022-08-12,16455,4,0.00024308720753570342,16455,2,0.00012154360376785171,1731.0,2.0,0.0011554015020219526,1731.0,0.0,0.0,1804.0,1.0,0.0005543237250554324,1804.0,0.0,0.0,6071.0,6.0,0.0009883050568275408,6071.0,7.0,0.0011530225662987976,14933,28,0.001875041853612804,14933,6,0.00040179468291702937,6235,11,0.001764234161988773,6235,0,0.0
2022-08-13,9780,1,0.00010224948875255624,9780,45,0.004601226993865031,1159.0,0.0,0.0,1159.0,3.0,0.0025884383088869713,1361.0,0.0,0.0,1361.0,1.0,0.0007347538574577516,4664.0,4.0,0.0008576329331046312,4664.0,1.0,0.0002144082332761578,10575,2,0.00018912529550827424,10575,0,0.0,4197,1,0.0002382654276864427,4197,0,0.0
2022-08-14,10394,3,0.0002886280546469117,10394,7,0.0006734654608427939,955.0,0.0,0.0,955.0,1.0,0.0010471204188481676,1225.0,1.0,0.0008163265306122449,1225.0,0.0,0.0,3963.0,1.0,0.00025233409033560434,3963.0,0.0,0.0,10167,18,0.0017704337562702863,10167,1,9.83574309039048e-05,3879,1,0.0002577984016499098,3879,0,0.0
2022-08-15,14734,2,0.00013574046423238766,14734,0,0.0,1241.0,0.0,0.0,1241.0,0.0,0.0,1622.0,1.0,0.0006165228113440197,1622.0,0.0,0.0,3299.0,0.0,0.0,3299.0,0.0,0.0,11099,5,0.00045049103522839894,11099,0,0.0,4635,0,0.0,4635,0,0.0
2022-08-16,16042,3,0.00018700910110958733,16042,0,0.0,1750.0,0.0,0.0,1750.0,1.0,0.0005714285714285715,1879.0,2.0,0.0010643959552953698,1879.0,0.0,0.0,4684.0,0.0,0.0,4684.0,2.0,0.0004269854824935952,14911,4,0.0002682583327744618,14911,0,0.0,5657,7,0.001237404984974368,5657,0,0.0
2022-08-17,16741,9,0.0005376022937697868,16741,6,0.0003584015291798578,1798.0,0.0,0.0,1798.0,0.0,0.0,2057.0,4.0,0.0019445794846864365,2057.0,0.0,0.0,5604.0,3.0,0.0005353319057815846,5604.0,3.0,0.0005353319057815846,15382,4,0.0002600442075152776,15382,0,0.0,6116,3,0.0004905166775670373,6116,0,0.0
2022-08-18,18057,12,0.0006645622196378136,18057,1,5.53801849698178e-05,1843.0,0.0,0.0,1843.0,0.0,0.0,2076.0,3.0,0.001445086705202312,2076.0,0.0,0.0,5715.0,2.0,0.00034995625546806647,5715.0,4.0,0.0006999125109361329,15374,20,0.0013008976193573565,15374,14,0.0009106283335501497,5906,5,0.0008465966813410091,5906,1,0.00016931933626820184
2022-08-19,17067,2,0.00011718521122634323,17067,0,0.0,1684.0,0.0,0.0,1684.0,0.0,0.0,1890.0,0.0,0.0,1890.0,0.0,0.0,5614.0,1.0,0.00017812611328820805,5614.0,2.0,0.0003562522265764161,14554,14,0.0009619348632678302,14554,16,0.0010993541294489488,6111,16,0.0026182294223531335,6111,0,0.0
2022-08-20,10374,9,0.0008675534991324465,10374,1,9.63948332369385e-05,1224.0,1.0,0.0008169934640522876,1224.0,0.0,0.0,1599.0,0.0,0.0,1599.0,0.0,0.0,4353.0,2.0,0.00045945325063174823,4353.0,1.0,0.00022972662531587412,10559,23,0.0021782365754332796,10559,4,0.00037882375224926605,4081,4,0.00098015192354815,4081,0,0.0
2022-08-21,11179,4,0.0003578137579389928,11179,0,0.0,1088.0,0.0,0.0,1088.0,0.0,0.0,1068.0,0.0,0.0,1068.0,0.0,0.0,3856.0,3.0,0.0007780082987551867,3856.0,3.0,0.0007780082987551867,10351,10,0.0009660902328277461,10351,0,0.0,4116,1,0.00024295432458697764,4116,0,0.0
2022-08-22,15813,4,0.000252956428255233,15813,0,0.0,1680.0,2.0,0.0011904761904761906,1680.0,0.0,0.0,1961.0,2.0,0.0010198878123406426,1961.0,0.0,0.0,5742.0,15.0,0.002612330198537095,5742.0,8.0,0.0013932427725531174,14790,75,0.005070993914807302,14790,3,0.00020283975659229209,6021,17,0.0028234512539445276,6021,1,0.00016608536787908985
2022-08-23,16140,63,0.003903345724907063,16140,0,0.0,1761.0,8.0,0.004542873367404884,1761.0,0.0,0.0,1991.0,0.0,0.0,1991.0,0.0,0.0,6009.0,4.0,0.0006656681644200366,6009.0,3.0,0.0004992511233150275,15343,20,0.0013035260379326077,15343,0,0.0,6312,6,0.0009505703422053232,6312,0,0.0
2022-08-24,17027,10,0.0005873025195278087,17027,1,5.873025195278088e-05,1815.0,2.0,0.0011019283746556473,1815.0,0.0,0.0,2067.0,0.0,0.0,2067.0,0.0,0.0,6265.0,1.0,0.0001596169193934557,6265.0,4.0,0.0006384676775738228,15443,16,0.0010360681214789873,15443,0,0.0,6514,14,0.0021492170709241634,6514,0,0.0
2022-08-25,18158,11,0.0006057935896023792,18158,42,0.002313030069390902,1878.0,1.0,0.0005324813631522897,1878.0,0.0,0.0,2080.0,1.0,0.0004807692307692308,2080.0,0.0,0.0,6100.0,6.0,0.0009836065573770492,6100.0,8.0,0.0013114754098360656,15567,17,0.0010920537033468234,15567,2,0.00012847690627609687,6900,4,0.0005797101449275362,6900,0,0.0
2022-08-26,17067,5,0.0002929630280658581,17067,3,0.00017577781683951485,1726.0,0.0,0.0,1726.0,0.0,0.0,1980.0,0.0,0.0,1980.0,0.0,0.0,6114.0,10.0,0.0016355904481517827,6114.0,2.0,0.00032711808963035657,15062,30,0.0019917673615721682,15062,0,0.0,7041,1,0.000142025280499929,7041,0,0.0
2022-08-27,10269,2,0.00019476093095724997,10269,1,9.738046547862498e-05,1316.0,0.0,0.0,1316.0,0.0,0.0,1519.0,0.0,0.0,1519.0,0.0,0.0,4762.0,2.0,0.00041999160016799666,4762.0,1.0,0.00020999580008399833,10482,5,0.0004770082045411181,10482,0,0.0,4399,4,0.0009092975676290066,4399,0,0.0
2022-08-28,11191,3,0.00026807255830578144,11191,1,8.935751943526048e-05,1120.0,0.0,0.0,1120.0,0.0,0.0,1164.0,0.0,0.0,1164.0,0.0,0.0,3949.0,2.0,0.0005064573309698658,3949.0,1.0,0.0002532286654849329,10104,11,0.00108867775138559,10104,1,9.897070467141726e-05,4275,2,0.00046783625730994154,4275,0,0.0
2022-08-29,15082,2,0.00013260840737302744,15082,0,0.0,1656.0,0.0,0.0,1656.0,0.0,0.0,1889.0,0.0,0.0,1889.0,1.0,0.0005293806246691371,5973.0,2.0,0.0003348401138456387,5973.0,5.0,0.0008371002846140967,15401,9,0.0005843776378157262,15401,18,0.0011687552756314524,6678,4,0.0005989817310572028,6678,0,0.0
2022-08-30,16464,1,6.073858114674441e-05,16464,1,6.073858114674441e-05,1812.0,0.0,0.0,1812.0,0.0,0.0,1922.0,6.0,0.003121748178980229,1922.0,7.0,0.0036420395421436005,6433.0,3.0,0.000466345406497746,6433.0,2.0,0.000310896937665164,16631,19,0.0011424448319403524,16631,0,0.0,7113,5,0.0007029382820188388,7113,0,0.0
2022-08-31,17366,6,0.0003455027064378671,17366,0,0.0,1746.0,0.0,0.0,1746.0,0.0,0.0,2056.0,1.0,0.00048638132295719845,2056.0,0.0,0.0,6633.0,4.0,0.0006030453791647821,6633.0,1.0,0.00015076134479119553,16919,26,0.0015367338495182931,16919,0,0.0,7312,9,0.0012308533916849016,7312,1,0.00013676148796498905
2022-09-01,18338,17,0.0009270367542807286,18338,1,5.4531573781219325e-05,2039.0,0.0,0.0,2039.0,2.0,0.000980872976949485,2255.0,1.0,0.0004434589800443459,2255.0,0.0,0.0,6732.0,5.0,0.0007427213309566251,6732.0,2.0,0.00029708853238265005,17054,18,0.001055470857276885,17054,0,0.0,7615,6,0.0007879185817465528,7615,0,0.0
2022-09-02,17322,16,0.0009236808682600162,17322,0,0.0,1727.0,5.0,0.0028951939779965257,1727.0,0.0,0.0,2055.0,2.0,0.0009732360097323601,2055.0,0.0,0.0,6472.0,17.0,0.002626699629171817,6472.0,8.0,0.0012360939431396785,16962,32,0.0018865699799551939,16962,1,5.895531187359981e-05,7423,11,0.0014818806412501683,7423,0,0.0
2022-09-03,10225,0,0.0,10225,0,0.0,1329.0,1.0,0.0007524454477050414,1329.0,0.0,0.0,1667.0,0.0,0.0,1667.0,0.0,0.0,4869.0,3.0,0.0006161429451632779,4869.0,2.0,0.00041076196344218524,11684,4,0.00034234851078397807,11684,0,0.0,4860,4,0.0008230452674897119,4860,0,0.0
