,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France
8,virus,64,0.064,63,0.063,1000,italien,78,0.078,78,0.078,1000,sommer,67,0.0691,67,0.0691,970,fälle,89,0.089,89,0.089,1000,wintervögel,81,0.081,81,0.081,1000,infektionen,92,0.092,92,0.092,1000,olympia,57,0.057,51,0.051,1000,europa,24,0.0428,24,0.0428,561,europa,25,0.0505,25,0.0505,495,europa,7,0.0753,7,0.0753,93,brasilien,39,0.039,39,0.039,1000,ergebnis,5,0.0676,5,0.0676,74,klimawandel,28,0.0625,28,0.0625,448,fälle,41,0.041,41,0.041,1000,basel,51,0.051,51,0.051,1000,schweiz,37,0.0435,37,0.0435,851,schlagen,10,0.104,10,0.104,96,tigermücke,41,0.041,41,0.041,1000,stare,8.0,0.222,8.0,0.222,36.0,viren,13,0.0526,13,0.0526,247,us,27,0.027,27,0.027,1000,chikungunya,97,0.097,97,0.097,1000,nile,79,0.079,79,0.079,1000,disinfestazione,54,0.0633,54,0.0633,853,nile,62,0.062,62,0.062,1000,nilo,18,0.121,18,0.121,149,morti,48,0.0793,48,0.0793,605,allarme,54,0.0541,54,0.0541,999,virus,64,0.064,64,0.064,1000,china,62,0.062,62,0.062,1000,andalucía,82,0.082,82,0.082,1000,libertad,46,0.046,46,0.046,1000,infección,19,0.109,19,0.109,175,caso,128,0.128,128,0.128,1000,sanidad,73,0.073,73,0.073,1000,santé,94,0.094,92,0.092,1000,france,75,0.075,72,0.072,1000,santé,39,0.0789,39,0.0789,494,santé,88,0.088,87,0.087,1000,west,8,0.0727,8,0.0727,110,dengue,80,0.08,80,0.08,1000,microcéphalie,53,0.053,53,0.053,1000
9,zika,61,0.061,61,0.061,1000,tigermücken,67,0.067,67,0.067,1000,expertin,54,0.0557,54,0.0557,970,ausbruch,84,0.084,84,0.084,1000,breitet,74,0.074,74,0.074,1000,vogel,86,0.086,86,0.086,1000,forscher,49,0.049,49,0.049,1000,mücken,23,0.041,23,0.041,561,wien,21,0.0424,21,0.0424,495,stechmücken,6,0.0645,6,0.0645,93,österreich,36,0.036,36,0.036,1000,blutsauger,4,0.0541,4,0.0541,74,fälle,24,0.0536,24,0.0536,448,gesundheitsnotstand,35,0.035,35,0.035,1000,asiatische,49,0.049,49,0.049,1000,mücken,37,0.0435,37,0.0435,851,meiden,9,0.0938,9,0.0938,96,mücken,38,0.038,38,0.038,1000,erreger,7.0,0.194,7.0,0.194,36.0,europa,13,0.0526,13,0.0526,247,schwangere,26,0.026,26,0.026,1000,zika,93,0.093,93,0.093,1000,disinfestazione,73,0.073,73,0.073,1000,italia,51,0.0598,51,0.0598,853,brasile,62,0.062,62,0.062,1000,veneto,14,0.094,14,0.094,149,allarme,37,0.0612,37,0.0612,605,olimpiadi,51,0.0511,51,0.0511,999,expansión,61,0.061,61,0.061,1000,alerta,61,0.061,61,0.061,1000,caso,75,0.075,75,0.075,1000,españa,33,0.033,33,0.033,1000,sangre,19,0.109,19,0.109,175,salud,119,0.119,119,0.119,1000,embarazadas,66,0.066,66,0.066,1000,virus,52,0.052,52,0.052,1000,l'épidémie,66,0.066,66,0.066,1000,dengue,38,0.0769,38,0.0769,494,vaccin,66,0.066,66,0.066,1000,nile,8,0.0727,8,0.0727,110,santé,75,0.075,75,0.075,1000,unis,49,0.049,49,0.049,1000
10,stechmücken,60,0.06,60,0.06,1000,krankheiten,67,0.067,67,0.067,1000,wetter,54,0.0557,54,0.0557,970,who,81,0.081,81,0.081,1000,west,73,0.073,73,0.073,1000,infektion,80,0.08,80,0.08,1000,rio,49,0.049,48,0.048,1000,who,23,0.041,23,0.041,561,stechmücken,21,0.0424,21,0.0424,495,vormarsch,6,0.0645,6,0.0645,93,mücken,31,0.031,31,0.031,1000,platz,4,0.0541,4,0.0541,74,griechenland,22,0.0491,22,0.0491,448,erstmals,33,0.033,33,0.033,1000,chikungunya,46,0.046,46,0.046,1000,dengue,36,0.0423,36,0.0423,851,asiatische,8,0.0833,8,0.0833,96,jemen,35,0.035,32,0.032,1000,stunde,7.0,0.194,7.0,0.194,36.0,mücken,13,0.0526,13,0.0526,247,jo,26,0.026,26,0.026,1000,febbre,81,0.081,80,0.08,1000,roma,70,0.07,70,0.07,1000,veneto,49,0.0574,49,0.0574,853,veneto,59,0.059,59,0.059,1000,oristano,13,0.0872,13,0.0872,149,sangue,29,0.0479,29,0.0479,605,usa,50,0.0501,50,0.0501,999,detectan,53,0.053,53,0.053,1000,previsión,59,0.059,59,0.059,1000,fiebre,74,0.074,74,0.074,1000,nido,33,0.033,33,0.033,1000,culpa,19,0.109,19,0.109,175,confirma,117,0.117,117,0.117,1000,embarazada,47,0.047,47,0.047,1000,vigilance,48,0.048,48,0.048,1000,antilles,55,0.055,55,0.055,1000,chikungunya,34,0.0688,34,0.0688,494,tigres,43,0.043,43,0.043,1000,frappe,8,0.0727,8,0.0727,110,chikungunya,70,0.07,70,0.07,1000,syndrome,47,0.047,47,0.047,1000
11,dengue,59,0.059,59,0.059,1000,infektion,66,0.066,66,0.066,1000,klimawandel,47,0.0485,47,0.0485,970,gardasee,74,0.074,74,0.074,1000,nil,73,0.073,73,0.073,1000,griechenland,76,0.076,76,0.076,1000,erstmals,47,0.047,47,0.047,1000,fieber,22,0.0392,22,0.0392,561,tigermücken,21,0.0424,21,0.0424,495,tschechien,6,0.0645,6,0.0645,93,tigermücke,30,0.03,30,0.03,1000,forscher,4,0.0541,4,0.0541,74,italien,20,0.0446,20,0.0446,448,fall,30,0.03,30,0.03,1000,cas,40,0.04,40,0.04,1000,moustiques,34,0.04,34,0.04,851,aggressive,7,0.0729,7,0.0729,96,ausbruch,34,0.034,34,0.034,1000,gartenvögel,7.0,0.194,7.0,0.194,36.0,blut,13,0.0526,13,0.0526,247,nobelpreis,25,0.025,23,0.023,1000,allarme,61,0.061,61,0.061,1000,allarme,70,0.07,70,0.07,1000,allarme,39,0.0457,39,0.0457,853,morti,54,0.054,54,0.054,1000,positive,11,0.0738,11,0.0738,149,europa,26,0.043,26,0.043,605,italia,50,0.0501,50,0.0501,999,chikungunya,52,0.052,52,0.052,1000,meteorológica,59,0.059,59,0.059,1000,occidental,71,0.071,71,0.071,1000,nacido,33,0.033,33,0.033,1000,enfrentar,18,0.103,18,0.103,175,alerta,105,0.105,104,0.104,1000,riesgo,44,0.044,44,0.044,1000,tigres,46,0.046,46,0.046,1000,autochtones,47,0.047,47,0.047,1000,usutu,32,0.0648,32,0.0648,494,l'épidémie,42,0.042,42,0.042,1000,dengue,8,0.0727,8,0.0727,110,zika,62,0.062,62,0.062,1000,etats,46,0.046,46,0.046,1000
12,übertragen,58,0.058,58,0.058,1000,costa,66,0.066,66,0.066,1000,aktiv,47,0.0485,47,0.0485,970,ausbreitung,69,0.069,69,0.069,1000,stunde,67,0.067,67,0.067,1000,mücken,74,0.074,74,0.074,1000,hunderte,42,0.042,42,0.042,1000,stechmücken,21,0.0374,21,0.0374,561,mücken,20,0.0404,20,0.0404,495,gefährliche,6,0.0645,6,0.0645,93,europa,27,0.027,27,0.027,1000,zoonosen,4,0.0541,4,0.0541,74,zika,19,0.0424,19,0.0424,448,europa,29,0.029,29,0.029,1000,zanzara,34,0.034,34,0.034,1000,cas,31,0.0364,31,0.0364,851,insektenplage,7,0.0729,7,0.0729,96,millionen,31,0.031,31,0.031,1000,gemeldet,7.0,0.194,7.0,0.194,36.0,gesundheit,12,0.0486,12,0.0486,247,usa,24,0.024,24,0.024,1000,rischio,53,0.053,53,0.053,1000,febbre,66,0.066,66,0.066,1000,tigre,38,0.0445,38,0.0445,853,allarme,54,0.054,54,0.054,1000,morti,10,0.0671,10,0.0671,149,dengue,24,0.0397,24,0.0397,605,zanzare,43,0.043,43,0.043,999,enfermedades,51,0.051,51,0.051,1000,brote,57,0.057,57,0.057,1000,plagas,70,0.07,70,0.07,1000,sierra,32,0.032,32,0.032,1000,banco,17,0.0971,17,0.0971,175,mujer,88,0.088,88,0.088,1000,juegos,44,0.044,41,0.041,1000,métropolitaine,46,0.046,46,0.046,1000,moustiques,45,0.045,45,0.045,1000,west,30,0.0607,30,0.0607,494,sanofi,39,0.039,39,0.039,1000,tigre,8,0.0727,8,0.0727,110,été,54,0.054,54,0.054,1000,martinique,44,0.044,44,0.044,1000
13,eu,56,0.056,56,0.056,1000,blanca,66,0.066,66,0.066,1000,günstig,45,0.0464,45,0.0464,970,warnt,67,0.067,67,0.067,1000,spatz,67,0.067,67,0.067,1000,tropenvirus,61,0.061,61,0.061,1000,west,42,0.042,42,0.042,1000,asiatische,19,0.0339,19,0.0339,561,fieber,17,0.0343,17,0.0343,495,fieber,5,0.0538,5,0.0538,93,ausbruch,26,0.026,26,0.026,1000,bedroht,3,0.0405,3,0.0405,74,gefährliche,18,0.0402,18,0.0402,448,sex,29,0.029,29,0.029,1000,zürich,34,0.034,34,0.034,1000,suisse,28,0.0329,28,0.0329,851,hochwasser,7,0.0729,7,0.0729,96,brasilien,28,0.028,28,0.028,1000,virus,4.0,0.111,4.0,0.111,36.0,tessin,11,0.0445,11,0.0445,247,forscher,23,0.023,23,0.023,1000,lotta,42,0.042,42,0.042,1000,sangue,56,0.056,56,0.056,1000,vittima,36,0.0422,36,0.0422,853,scatta,45,0.045,45,0.045,1000,allerta,9,0.0604,9,0.0604,149,zanzara,24,0.0397,24,0.0397,605,rischio,42,0.042,42,0.042,999,riesgo,51,0.051,51,0.051,1000,dengue,56,0.056,56,0.056,1000,presencia,68,0.068,68,0.068,1000,ejemplares,32,0.032,32,0.032,1000,identifica,17,0.0971,17,0.0971,175,municipios,72,0.072,72,0.072,1000,sexual,38,0.038,38,0.038,1000,départements,44,0.044,44,0.044,1000,épidémie,44,0.044,44,0.044,1000,nile,30,0.0607,30,0.0607,494,chikungunya,39,0.039,39,0.039,1000,humaine,7,0.0636,7,0.0636,110,moustique,50,0.05,49,0.049,1000,décès,42,0.042,42,0.042,1000
14,krankheiten,53,0.053,53,0.053,1000,asiatische,62,0.062,62,0.062,1000,derzeit,43,0.0443,43,0.0443,970,sri,63,0.063,63,0.063,1000,tote,65,0.065,65,0.065,1000,fälle,60,0.06,60,0.06,1000,nil,42,0.042,42,0.042,1000,graz,19,0.0339,19,0.0339,561,valneva,17,0.0343,17,0.0343,495,herbst,5,0.0538,5,0.0538,93,fälle,26,0.026,26,0.026,1000,vögel,3,0.0405,3,0.0405,74,mücken,18,0.0402,18,0.0402,448,impfstoff,27,0.027,27,0.027,1000,mücken,34,0.034,34,0.034,1000,fieber,25,0.0294,25,0.0294,851,verbreiten,7,0.0729,7,0.0729,96,epidemie,28,0.028,28,0.028,1000,gefährliche,4.0,0.111,4.0,0.111,36.0,fieber,10,0.0405,10,0.0405,247,miami,23,0.023,23,0.023,1000,via,41,0.041,41,0.041,1000,lazio,55,0.055,55,0.055,1000,morti,32,0.0375,32,0.0375,853,via,42,0.042,42,0.042,1000,dengue,9,0.0604,9,0.0604,149,lombardia,22,0.0364,22,0.0364,605,donne,42,0.042,42,0.042,999,calor,48,0.048,48,0.048,1000,enfermedades,54,0.054,54,0.054,1000,salud,65,0.065,64,0.064,1000,cazorla,31,0.031,31,0.031,1000,control,11,0.0629,9,0.0514,175,presencia,67,0.067,67,0.067,1000,feto,38,0.038,38,0.038,1000,autochtone,39,0.039,39,0.039,1000,métropole,43,0.043,43,0.043,1000,été,24,0.0486,23,0.0466,494,paris,37,0.037,37,0.037,1000,qu'est,7,0.0636,7,0.0636,110,maladies,50,0.05,50,0.05,1000,vaccin,42,0.042,42,0.042,1000
15,welt,51,0.051,51,0.051,1000,strände,59,0.059,59,0.059,1000,krankheiten,39,0.0402,39,0.0402,970,lanka,63,0.063,63,0.063,1000,nabu,63,0.063,63,0.063,1000,rki,59,0.059,59,0.059,1000,gefahr,42,0.042,42,0.042,1000,breitet,18,0.0321,18,0.0321,561,dengue,17,0.0343,17,0.0343,495,meiden,5,0.0538,5,0.0538,93,jemen,26,0.026,26,0.026,1000,amselsterben,3,0.0405,3,0.0405,74,schon,16,0.0357,16,0.0357,448,erklärt,25,0.025,25,0.025,1000,moustiques,31,0.031,31,0.031,1000,erstmals,25,0.0294,25,0.0294,851,explosions­artig,7,0.0729,7,0.0729,96,chikungunya,28,0.028,28,0.028,1000,kursieren,4.0,0.111,4.0,0.111,36.0,krankheiten,10,0.0405,10,0.0405,247,infiziert,22,0.022,22,0.022,1000,scatta,41,0.041,41,0.041,1000,malattie,52,0.052,52,0.052,1000,lazio,32,0.0375,32,0.0375,853,sintomi,40,0.04,40,0.04,1000,71,8,0.0537,8,0.0537,149,sintomi,20,0.0331,20,0.0331,605,zanzara,40,0.04,40,0.04,999,presencia,46,0.046,46,0.046,1000,caso,48,0.048,47,0.047,1000,confirma,62,0.062,62,0.062,1000,parque,31,0.031,31,0.031,1000,emergentes,10,0.0571,10,0.0571,175,circulación,63,0.063,63,0.063,1000,vacuna,37,0.037,37,0.037,1000,rouge,34,0.034,34,0.034,1000,dengue,43,0.043,43,0.043,1000,détecté,21,0.0425,21,0.0425,494,autochtone,34,0.034,34,0.034,1000,nouvelle,7,0.0636,7,0.0636,110,détecté,46,0.046,46,0.046,1000,lien,40,0.04,40,0.04,1000
16,fieber,48,0.048,48,0.048,1000,gesperrt,59,0.059,59,0.059,1000,mythen,39,0.0402,39,0.0402,970,europa,59,0.059,59,0.059,1000,tötet,46,0.046,46,0.046,1000,entdeckt,57,0.057,57,0.057,1000,usa,42,0.042,42,0.042,1000,krankheiten,17,0.0303,17,0.0303,561,kampf,16,0.0323,16,0.0323,495,schlagen,5,0.0538,5,0.0538,93,ebola,25,0.025,25,0.025,1000,hochwasser,3,0.0405,3,0.0405,74,hitze,15,0.0335,15,0.0335,448,infiziert,25,0.025,25,0.025,1000,breitet,29,0.029,29,0.029,1000,nachgewiesen,25,0.0294,25,0.0294,851,blossem,7,0.0729,7,0.0729,96,denguefieber,27,0.027,27,0.027,1000,oiseaux,4.0,0.111,4.0,0.111,36.0,spenden,10,0.0405,10,0.0405,247,europa,20,0.02,20,0.02,1000,europa,39,0.039,39,0.039,1000,rischio,50,0.05,50,0.05,1000,rischio,32,0.0375,32,0.0375,853,zanzara,38,0.038,38,0.038,1000,decessi,8,0.0537,8,0.0537,149,morto,19,0.0314,19,0.0314,605,paura,36,0.036,36,0.036,999,peligrosos,44,0.044,44,0.044,1000,tigre,44,0.044,44,0.044,1000,transmisores,54,0.054,54,0.054,1000,pollos,31,0.031,31,0.031,1000,amenazas,10,0.0571,10,0.0571,175,detectado,59,0.059,59,0.059,1000,detectado,36,0.036,36,0.036,1000,métropole,34,0.034,34,0.034,1000,autochtone,41,0.041,41,0.041,1000,hausse,21,0.0425,21,0.0425,494,nouvelle,32,0.032,32,0.032,1000,santé,7,0.0636,7,0.0636,110,var,46,0.046,46,0.046,1000,femmes,39,0.039,39,0.039,1000
17,klimawandel,48,0.048,48,0.048,1000,erstmals,58,0.058,58,0.058,1000,übertragen,36,0.0371,36,0.0371,970,infektionen,49,0.049,49,0.049,1000,deutschland,46,0.046,46,0.046,1000,warnt,56,0.056,56,0.056,1000,bericht,39,0.039,39,0.039,1000,klimawandel,16,0.0285,16,0.0285,561,asiatische,16,0.0323,16,0.0323,495,fälle,4,0.043,4,0.043,93,tigermücken,24,0.024,24,0.024,1000,afrika,3,0.0405,3,0.0405,74,breitet,14,0.0313,14,0.0313,448,forscher,24,0.024,24,0.024,1000,suisse,28,0.028,28,0.028,1000,zürich,24,0.0282,24,0.0282,851,auge,7,0.0729,7,0.0729,96,tigermücken,26,0.026,26,0.026,1000,gefährlicher,3.0,0.0833,3.0,0.0833,36.0,breitet,9,0.0364,9,0.0364,247,epidemie,20,0.02,20,0.02,1000,malattie,33,0.033,33,0.033,1000,tigre,50,0.05,50,0.05,1000,donna,31,0.0363,31,0.0363,853,malattie,37,0.037,37,0.037,1000,iss,7,0.047,7,0.047,149,disinfestazione,19,0.0314,19,0.0314,605,l'oms,36,0.036,36,0.036,999,municipios,43,0.043,43,0.043,1000,riesgo,35,0.035,35,0.035,1000,detectan,53,0.053,53,0.053,1000,mosquitos,29,0.029,29,0.029,1000,sanitarias,10,0.0571,10,0.0571,175,muere,59,0.059,59,0.059,1000,emergencia,34,0.034,31,0.031,1000,été,31,0.031,31,0.031,1000,valneva,38,0.038,38,0.038,1000,maladies,16,0.0324,16,0.0324,494,autochtones,31,0.031,31,0.031,1000,exotiques,7,0.0636,7,0.0636,110,autochtones,44,0.044,44,0.044,1000,d'un,37,0.037,37,0.037,1000
18,tier,48,0.048,48,0.048,1000,fieber,58,0.058,58,0.058,1000,nachwuchs,36,0.0371,36,0.0371,970,virus,46,0.046,46,0.046,1000,vogelsterben,46,0.046,46,0.046,1000,fall,53,0.053,53,0.053,1000,übertragen,35,0.035,35,0.035,1000,ausbreitung,15,0.0267,15,0.0267,561,erstmals,14,0.0283,14,0.0283,495,nachgewiesen,4,0.043,4,0.043,93,millionen,24,0.024,24,0.024,1000,vogelzählung,3,0.0405,3,0.0405,74,gestorben,13,0.029,13,0.029,448,babys,23,0.023,23,0.023,1000,fieber,26,0.026,26,0.026,1000,welt,20,0.0235,20,0.0235,851,erkennen,7,0.0729,7,0.0729,96,cas,25,0.025,25,0.025,1000,adria,3.0,0.0833,3.0,0.0833,36.0,mira,9,0.0364,9,0.0364,247,olympia,20,0.02,20,0.02,1000,brasile,32,0.032,32,0.032,1000,veneto,48,0.048,48,0.048,1000,dengue,31,0.0363,31,0.0363,853,zika,33,0.033,33,0.033,1000,disinfestazione,7,0.047,7,0.047,149,malattie,19,0.0314,19,0.0314,605,vaccino,34,0.034,34,0.034,999,europa,40,0.04,40,0.04,1000,23,35,0.035,35,0.035,1000,cádiz,53,0.053,53,0.053,1000,cantabria,29,0.029,29,0.029,1000,venir,10,0.0571,10,0.0571,175,hombre,58,0.058,58,0.058,1000,río,27,0.027,26,0.026,1000,paris,30,0.03,30,0.03,1000,mayotte,32,0.032,32,0.032,1000,var,15,0.0304,15,0.0304,494,face,30,0.03,30,0.03,1000,d'infection,6,0.0545,6,0.0545,110,sud,42,0.042,42,0.042,1000,jo,37,0.037,37,0.037,1000
19,gute,47,0.047,47,0.047,1000,warnt,55,0.055,55,0.055,1000,fälle,34,0.0351,34,0.0351,970,anstieg,43,0.043,43,0.043,1000,zahlreiche,43,0.043,43,0.043,1000,gefährliches,52,0.052,52,0.052,1000,infektion,32,0.032,32,0.032,1000,impfstoff,15,0.0267,15,0.0267,561,krankheiten,14,0.0283,14,0.0283,495,warnung,3,0.0323,3,0.0323,93,krankheiten,23,0.023,23,0.023,1000,2019,3,0.0405,3,0.0405,74,vormarsch,12,0.0268,12,0.0268,448,österreich,23,0.023,23,0.023,1000,genève,25,0.025,25,0.025,1000,basel,19,0.0223,19,0.0223,851,einfach,7,0.0729,7,0.0729,96,zahl,22,0.022,22,0.022,1000,transmissible,3.0,0.0833,3.0,0.0833,36.0,furlan,9,0.0364,9,0.0364,247,jacques,20,0.02,20,0.02,1000,veneto,32,0.032,32,0.032,1000,zika,46,0.046,46,0.046,1000,padova,30,0.0352,30,0.0352,853,rischio,33,0.033,33,0.033,1000,cos'è,7,0.047,7,0.047,149,vittima,19,0.0314,19,0.0314,605,europa,34,0.034,34,0.034,999,alerta,36,0.036,36,0.036,1000,viernes,34,0.034,34,0.034,1000,aumenta,46,0.046,46,0.046,1000,vuelve,28,0.028,28,0.028,1000,nilo,7,0.04,7,0.04,175,huelva,56,0.056,56,0.056,1000,mosquitos,26,0.026,26,0.026,1000,maladies,29,0.029,29,0.029,1000,jamais,32,0.032,32,0.032,1000,zika,14,0.0283,14,0.0283,494,détectés,29,0.029,29,0.029,1000,aquitaine,6,0.0545,6,0.0545,110,métropole,40,0.04,40,0.04,1000,l'oms,37,0.037,37,0.037,1000
20,viren,46,0.046,46,0.046,1000,elsass,55,0.055,55,0.055,1000,breitet,34,0.0351,34,0.0351,970,deutschland,41,0.041,41,0.041,1000,gesichtet,43,0.043,43,0.043,1000,gefährlich,48,0.048,48,0.048,1000,us,31,0.031,31,0.031,1000,gelsenplage,15,0.0267,15,0.0267,561,graz,13,0.0263,13,0.0263,495,übertragen,3,0.0323,3,0.0323,93,pakistan,22,0.022,22,0.022,1000,spatz,3,0.0405,3,0.0405,74,heuer,11,0.0246,11,0.0246,448,moskitos,22,0.022,22,0.022,1000,erstmals,25,0.025,25,0.025,1000,genève,19,0.0223,19,0.0223,851,tote,5,0.0521,5,0.0521,96,schweizer,22,0.022,22,0.022,1000,l'homme,3.0,0.0833,3.0,0.0833,36.0,2018,8,0.0324,8,0.0324,247,dubochet,20,0.02,20,0.02,1000,west,30,0.03,30,0.03,1000,vaccino,37,0.037,37,0.037,1000,lotta,29,0.034,29,0.034,853,esperti,29,0.029,29,0.029,1000,zanzara,7,0.047,7,0.047,149,ricoverato,18,0.0298,18,0.0298,605,sessuale,32,0.032,32,0.032,999,picarnos,35,0.035,35,0.035,1000,oms,29,0.029,29,0.029,1000,control,45,0.045,45,0.045,1000,liberados,28,0.028,28,0.028,1000,región,7,0.04,7,0.04,175,extremadura,54,0.054,54,0.054,1000,declara,25,0.025,25,0.025,1000,attention,29,0.029,29,0.029,1000,transmission,31,0.031,31,0.031,1000,tigres,14,0.0283,14,0.0283,494,détecté,28,0.028,28,0.028,1000,été,5,0.0455,5,0.0455,110,tigre,38,0.038,38,0.038,1000,détecté,34,0.034,34,0.034,1000
21,plage,46,0.046,46,0.046,1000,kinder,53,0.053,53,0.053,1000,experte,33,0.034,33,0.034,970,rasanter,37,0.037,37,0.037,1000,blutspenden,42,0.042,42,0.042,1000,meldet,42,0.042,42,0.042,1000,mücken,30,0.03,30,0.03,1000,wien,13,0.0232,13,0.0232,561,tote,12,0.0242,12,0.0242,495,breitet,3,0.0323,3,0.0323,93,denguefieber,21,0.021,21,0.021,1000,größte,3,0.0405,3,0.0405,74,infektionen,11,0.0246,11,0.0246,448,kolumbien,22,0.022,22,0.022,1000,kampf,24,0.024,24,0.024,1000,fälle,18,0.0212,18,0.0212,851,tessin,5,0.0521,5,0.0521,96,pakistan,21,0.021,21,0.021,1000,tue,3.0,0.0833,3.0,0.0833,36.0,stark,8,0.0324,8,0.0324,247,kampf,19,0.019,19,0.019,1000,nile,30,0.03,30,0.03,1000,sintomi,35,0.035,35,0.035,1000,usutu,28,0.0328,28,0.0328,853,l'allarme,26,0.026,26,0.026,1000,giugno,7,0.047,7,0.047,149,veneto,16,0.0264,16,0.0264,605,contagio,30,0.03,30,0.03,999,alertan,34,0.034,34,0.034,1000,22,29,0.029,29,0.029,1000,estudio,43,0.043,43,0.043,1000,pirineos,28,0.028,28,0.028,1000,síntomas,6,0.0343,6,0.0343,175,años,53,0.053,53,0.053,1000,mujeres,24,0.024,24,0.024,1000,détecté,28,0.028,28,0.028,1000,maladies,31,0.031,31,0.031,1000,moitié,14,0.0283,14,0.0283,494,métropolitaine,27,0.027,27,0.027,1000,chikungunya,5,0.0455,5,0.0455,110,sang,36,0.036,35,0.035,1000,enceintes,33,0.033,33,0.033,1000
22,schlüpfen,42,0.042,42,0.042,1000,übertragen,51,0.051,51,0.051,1000,plage,33,0.034,33,0.034,970,pakistan,36,0.036,36,0.036,1000,institut,39,0.039,39,0.039,1000,deutschem,42,0.042,42,0.042,1000,infiziert,29,0.029,29,0.029,1000,kampf,13,0.0232,13,0.0232,561,viren,11,0.0222,11,0.0222,495,bissige,3,0.0323,3,0.0323,93,impfstoff,21,0.021,21,0.021,1000,österreich,3,0.0405,3,0.0405,74,zoonosen,11,0.0246,11,0.0246,448,us,21,0.021,21,0.021,1000,nachgewiesen,22,0.022,22,0.022,1000,tessin,18,0.0212,18,0.0212,851,zürich,5,0.0521,5,0.0521,96,impfstoff,20,0.02,20,0.02,1000,mückenvirus,2.0,0.0556,2.0,0.0556,36.0,verbreitet,8,0.0324,8,0.0324,247,schweizer,19,0.019,19,0.019,1000,freddo,30,0.03,30,0.03,1000,donazioni,35,0.035,35,0.035,1000,allerta,26,0.0305,26,0.0305,853,europa,25,0.025,25,0.025,1000,san,6,0.0403,6,0.0403,149,l'allarme,15,0.0248,15,0.0248,605,paesi,27,0.027,27,0.027,999,verano,33,0.033,33,0.033,1000,calor,29,0.029,29,0.029,1000,huelva,43,0.043,43,0.043,1000,pirineo,27,0.027,27,0.027,1000,medidas,6,0.0343,6,0.0343,175,junta,52,0.052,52,0.052,1000,madrid,24,0.024,23,0.023,1000,importés,27,0.027,27,0.027,1000,détecté,30,0.03,30,0.03,1000,métropole,14,0.0283,14,0.0283,494,transmission,27,0.027,27,0.027,1000,oiseaux,5,0.0455,5,0.0455,110,détectés,30,0.03,30,0.03,1000,étude,30,0.03,30,0.03,1000
