,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France
2010-08-01,4526,0,0.0,4526,0,0.0,4526,0,0.0,4526,0,0.0,4526,0,0.0,4526,0,0.0,4526,0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,479.0,0.0,0.0,479.0,0.0,0.0,479.0,0.0,0.0,479.0,0.0,0.0,479.0,0.0,0.0,479.0,0.0,0.0,479.0,0.0,0.0,154.0,0.0,0.0,154.0,0.0,0.0,154.0,0.0,0.0,154.0,0.0,0.0,154.0,0.0,0.0,154.0,0.0,0.0,154.0,0.0,0.0,1170,0,0.0,1170,0,0.0,1170,0,0.0,1170,0,0.0,1170,0,0.0,1170,0,0.0,1170,0,0.0,916,1,0.1091703056768558,916,0,0.0,916,0,0.0,916,4,0.4366812227074235,916,0,0.0,916,0,0.0,916,0,0.0
2010-09-01,4968,0,0.0,4968,0,0.0,4968,0,0.0,4968,0,0.0,4968,0,0.0,4968,0,0.0,4968,0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,1265,1,0.0790513833992094,1265,1,0.0790513833992094,1265,0,0.0,1265,2,0.1581027667984189,1265,0,0.0,1265,0,0.0,1265,0,0.0,2117,4,0.1889466225791214,2117,3,0.141709966934341,2117,0,0.0,2117,5,0.2361832782239017,2117,0,0.0,2117,0,0.0,2117,0,0.0
2010-10-01,4783,0,0.0,4783,0,0.0,4783,0,0.0,4783,0,0.0,4783,0,0.0,4783,0,0.0,4783,0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,1322,0,0.0,1322,0,0.0,1322,0,0.0,1322,1,0.075642965204236,1322,0,0.0,1322,0,0.0,1322,0,0.0,2343,0,0.0,2343,0,0.0,2343,0,0.0,2343,5,0.213401621852326,2343,0,0.0,2343,0,0.0,2343,0,0.0
2010-11-01,4694,1,0.0213037920749893,4694,0,0.0,4694,0,0.0,4694,1,0.0213037920749893,4694,0,0.0,4694,1,0.0213037920749893,4694,0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,211.0,0.0,0.0,211.0,0.0,0.0,211.0,0.0,0.0,211.0,0.0,0.0,211.0,0.0,0.0,211.0,0.0,0.0,211.0,0.0,0.0,1426,0,0.0,1426,0,0.0,1426,0,0.0,1426,1,0.0701262272089761,1426,0,0.0,1426,0,0.0,1426,0,0.0,2355,1,0.0424628450106157,2355,1,0.0424628450106157,2355,0,0.0,2355,1,0.0424628450106157,2355,0,0.0,2355,0,0.0,2355,0,0.0
2010-12-01,2628,0,0.0,2628,0,0.0,2628,0,0.0,2628,0,0.0,2628,0,0.0,2628,0,0.0,2628,0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,1282,0,0.0,1282,0,0.0,1282,0,0.0,1282,0,0.0,1282,0,0.0,1282,0,0.0,1282,0,0.0,2509,0,0.0,2509,1,0.0398565165404543,2509,0,0.0,2509,0,0.0,2509,0,0.0,2509,0,0.0,2509,0,0.0
2011-01-01,1343,0,0.0,1343,0,0.0,1343,0,0.0,1343,0,0.0,1343,0,0.0,1343,0,0.0,1343,0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,118.0,0.0,0.0,118.0,0.0,0.0,118.0,0.0,0.0,118.0,0.0,0.0,118.0,0.0,0.0,118.0,0.0,0.0,118.0,0.0,0.0,1288,0,0.0,1288,0,0.0,1288,0,0.0,1288,0,0.0,1288,0,0.0,1288,0,0.0,1288,0,0.0,2736,1,0.0365497076023391,2736,0,0.0,2736,0,0.0,2736,3,0.1096491228070175,2736,0,0.0,2736,1,0.0365497076023391,2736,0,0.0
2011-02-01,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,1294,0,0.0,1294,0,0.0,1294,0,0.0,1294,1,0.0772797527047913,1294,0,0.0,1294,0,0.0,1294,1,0.0772797527047913,2694,0,0.0,2694,0,0.0,2694,0,0.0,2694,2,0.0742390497401633,2694,0,0.0,2694,0,0.0,2694,0,0.0
2011-03-01,1532,0,0.0,1532,0,0.0,1532,0,0.0,1532,0,0.0,1532,0,0.0,1532,0,0.0,1532,0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,156.0,0.0,0.0,156.0,0.0,0.0,156.0,0.0,0.0,156.0,0.0,0.0,156.0,0.0,0.0,156.0,0.0,0.0,156.0,0.0,0.0,1659,0,0.0,1659,0,0.0,1659,0,0.0,1659,1,0.0602772754671488,1659,0,0.0,1659,0,0.0,1659,0,0.0,3121,1,0.0320410124959948,3121,3,0.0961230374879846,3121,0,0.0,3121,1,0.0320410124959948,3121,0,0.0,3121,0,0.0,3121,0,0.0
2011-04-01,1344,0,0.0,1344,0,0.0,1344,0,0.0,1344,0,0.0,1344,0,0.0,1344,0,0.0,1344,0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0,1523,0,0.0,1523,0,0.0,1523,0,0.0,1523,0,0.0,1523,0,0.0,1523,0,0.0,1523,0,0.0,2932,0,0.0,2932,0,0.0,2932,0,0.0,2932,0,0.0,2932,0,0.0,2932,0,0.0,2932,0,0.0
2011-05-01,1443,1,0.0693000693000693,1443,0,0.0,1443,0,0.0,1443,1,0.0693000693000693,1443,0,0.0,1443,0,0.0,1443,0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,1977,0,0.0,1977,0,0.0,1977,0,0.0,1977,3,0.1517450682852807,1977,0,0.0,1977,0,0.0,1977,0,0.0,3589,0,0.0,3589,0,0.0,3589,0,0.0,3589,1,0.0278629144608526,3589,0,0.0,3589,0,0.0,3589,0,0.0
2011-06-01,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,1439,0,0.0,121.0,0.0,0.0,121.0,0.0,0.0,121.0,0.0,0.0,121.0,0.0,0.0,121.0,0.0,0.0,121.0,0.0,0.0,121.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,1624,0,0.0,1624,0,0.0,1624,0,0.0,1624,1,0.0615763546798029,1624,0,0.0,1624,0,0.0,1624,1,0.0615763546798029,4038,0,0.0,4038,1,0.0247647350173353,4038,0,0.0,4038,3,0.0742942050520059,4038,0,0.0,4038,1,0.0247647350173353,4038,0,0.0
2011-07-01,1498,2,0.1335113484646194,1498,2,0.1335113484646194,1498,0,0.0,1498,2,0.1335113484646194,1498,0,0.0,1498,2,0.1335113484646194,1498,2,0.1335113484646194,71.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,356.0,0.0,0.0,356.0,0.0,0.0,356.0,0.0,0.0,356.0,0.0,0.0,356.0,0.0,0.0,356.0,0.0,0.0,356.0,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,1602,0,0.0,1602,0,0.0,1602,0,0.0,1602,0,0.0,1602,0,0.0,1602,0,0.0,1602,0,0.0,3145,0,0.0,3145,1,0.0317965023847376,3145,0,0.0,3145,0,0.0,3145,0,0.0,3145,0,0.0,3145,0,0.0
2011-08-01,1441,0,0.0,1441,0,0.0,1441,0,0.0,1441,0,0.0,1441,0,0.0,1441,0,0.0,1441,0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,158.0,0.0,0.0,1687,0,0.0,1687,0,0.0,1687,0,0.0,1687,0,0.0,1687,0,0.0,1687,0,0.0,1687,0,0.0,1642,1,0.0609013398294762,1642,1,0.0609013398294762,1642,0,0.0,1642,2,0.1218026796589524,1642,0,0.0,1642,0,0.0,1642,0,0.0
2011-09-01,1529,0,0.0,1529,0,0.0,1529,0,0.0,1529,1,0.0654022236756049,1529,0,0.0,1529,0,0.0,1529,0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,181.0,0.0,0.0,181.0,0.0,0.0,181.0,0.0,0.0,181.0,0.0,0.0,181.0,0.0,0.0,181.0,0.0,0.0,181.0,0.0,0.0,1867,0,0.0,1867,0,0.0,1867,0,0.0,1867,0,0.0,1867,0,0.0,1867,0,0.0,1867,0,0.0,3392,0,0.0,3392,0,0.0,3392,0,0.0,3392,1,0.0294811320754717,3392,0,0.0,3392,0,0.0,3392,0,0.0
2011-10-01,1522,0,0.0,1522,0,0.0,1522,0,0.0,1522,0,0.0,1522,0,0.0,1522,0,0.0,1522,0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0,170.0,0.0,0.0,1939,0,0.0,1939,0,0.0,1939,0,0.0,1939,1,0.0515729757607014,1939,0,0.0,1939,0,0.0,1939,0,0.0,3533,0,0.0,3533,0,0.0,3533,0,0.0,3533,0,0.0,3533,0,0.0,3533,0,0.0,3533,0,0.0
2011-11-01,1624,0,0.0,1624,0,0.0,1624,0,0.0,1624,0,0.0,1624,0,0.0,1624,0,0.0,1624,0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,194.0,0.0,0.0,194.0,0.0,0.0,194.0,0.0,0.0,194.0,0.0,0.0,194.0,0.0,0.0,194.0,0.0,0.0,194.0,0.0,0.0,1970,0,0.0,1970,0,0.0,1970,0,0.0,1970,1,0.0507614213197969,1970,0,0.0,1970,0,0.0,1970,0,0.0,3813,1,0.0262260687123,3813,1,0.0262260687123,3813,0,0.0,3813,0,0.0,3813,0,0.0,3813,0,0.0,3813,0,0.0
2011-12-01,4376,0,0.0,4376,0,0.0,4376,0,0.0,4376,0,0.0,4376,0,0.0,4376,0,0.0,4376,0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,189.0,0.0,0.0,189.0,0.0,0.0,189.0,0.0,0.0,189.0,0.0,0.0,189.0,0.0,0.0,189.0,0.0,0.0,189.0,0.0,0.0,2383,1,0.0419639110365086,2383,0,0.0,2383,0,0.0,2383,1,0.0419639110365086,2383,0,0.0,2383,0,0.0,2383,0,0.0,3798,0,0.0,3798,0,0.0,3798,0,0.0,3798,0,0.0,3798,0,0.0,3798,0,0.0,3798,0,0.0
2012-01-01,4745,0,0.0,4745,0,0.0,4745,0,0.0,4745,0,0.0,4745,0,0.0,4745,0,0.0,4745,0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0,195.0,0.0,0.0,195.0,0.0,0.0,195.0,0.0,0.0,195.0,0.0,0.0,195.0,0.0,0.0,195.0,0.0,0.0,195.0,0.0,0.0,2327,0,0.0,2327,0,0.0,2327,0,0.0,2327,0,0.0,2327,0,0.0,2327,0,0.0,2327,0,0.0,3820,0,0.0,3820,0,0.0,3820,0,0.0,3820,0,0.0,3820,0,0.0,3820,0,0.0,3820,2,0.0523560209424083
